kind	body	path	url	status	bytes
model	Rosetta	models/Rosetta/Rosetta.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/Rosetta.obj	206	1725829
texture	Rosetta	models/Rosetta/texture/dish_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/dish_AO.png	206	355181
texture	Rosetta	models/Rosetta/texture/foil_gold_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/foil_gold_ramp.png	206	3627
texture	Rosetta	models/Rosetta/texture/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/foil_n.png	206	309641
texture	Rosetta	models/Rosetta/texture/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/foil_silver_ramp.png	206	3466
texture	Rosetta	models/Rosetta/texture/parts2_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/parts2_AO.png	206	629251
texture	Rosetta	models/Rosetta/texture/parts3_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/parts3_AO.png	206	733995
texture	Rosetta	models/Rosetta/texture/parts_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/parts_AO.png	206	511841
texture	Rosetta	models/Rosetta/texture/tex_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/texture/tex_01.png	206	569493
model	Tethys	models/Tethys.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Tethys.ply	206	3735779
model	Vesta	models/Vesta.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Vesta.ply	206	4864228
license	Voyager	models/Voyager/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Voyager/LICENSE	206	246
model-source	Voyager	models/Voyager/Voyager_17.blend	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Voyager/Voyager_17.blend	206	2557488
texture	Voyager	models/Voyager/texture/Voyager_tex_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Voyager/texture/Voyager_tex_01.png	206	1012087
texture	Voyager	models/Voyager/texture/tex_02_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Voyager/texture/tex_02_AO.png	206	392021
