# Yale Bright Star Catalog v5 / BSC5, J2000.0 equatorial coordinates.
# Runtime subset keeps stars with visual magnitude V <= 6.70.
# Source conversion: https://github.com/brettonw/YaleBrightStarCatalog
# Original catalog: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Columns: ra_deg,dec_deg,visual_magnitude,color_temperature_k
ra_deg,dec_deg,visual_magnitude,color_temperature_k
268.056667,-34.799167,5.90,18000
271.956250,26.097500,5.90,9250
277.398750,23.866111,5.90,18000
281.618750,-0.961667,5.90,9500
305.935000,37.476389,5.90,26000
314.107917,49.195833,5.90,5200
315.948333,53.286111,5.90,5000
328.797917,-61.886389,5.90,7350
340.489167,14.516389,5.90,5000
342.045417,37.416667,5.90,5200
342.759167,85.373611,5.90,4250
357.420833,36.425278,5.90,5900
4.287917,47.947500,5.89,16000
9.197083,15.231667,5.89,26000
10.110000,-59.454444,5.89,5900
23.704583,18.460556,5.89,3200
28.976667,37.277778,5.89,3500
37.202083,29.931944,5.89,6000
44.916250,41.033056,5.89,4700
45.407083,-28.091667,5.89,5500
46.829167,64.057778,5.89,12000
60.203333,18.193889,5.89,6900
61.997500,17.339722,5.89,4250
76.981250,21.704722,5.89,26000
77.938750,1.036944,5.89,5500
81.499167,-19.695556,5.89,7200
89.840833,49.924444,5.89,5500
104.252083,33.681111,5.89,5500
109.843333,2.740556,5.89,5100
115.243750,23.018611,5.89,4250
125.108750,57.743333,5.89,6900
134.127083,40.201667,5.89,7050
145.396667,31.278056,5.89,4100
164.878750,-16.353889,5.89,3200
167.410417,43.207500,5.89,3200
171.387917,-37.747778,5.89,3050
180.657083,-69.192222,5.89,12000
189.764583,-30.422222,5.89,4700
191.828750,62.780833,5.89,7750
192.544583,37.516944,5.89,9250
193.743750,-44.151944,5.89,5900
198.347917,-50.700000,5.89,12000
198.550417,-58.683889,5.89,5000
198.679583,-48.956667,5.89,4850
200.828750,-4.924444,5.89,4550
208.429583,-53.373611,5.89,20000
225.304167,-38.058333,5.89,4700
228.017917,18.975833,5.89,2900
229.609167,-0.461389,5.89,4250
231.561250,-68.309167,5.89,5200
258.322917,-67.196667,5.89,5000
269.079167,-15.812500,5.89,9750
275.647083,12.028889,5.89,9500
278.230417,-73.965556,5.89,5000
284.695417,13.906667,5.89,7500
284.507917,38.266111,5.89,16000
293.535417,-40.034722,5.89,9250
316.019583,-5.823056,5.89,5600
333.410833,28.608333,5.89,4700
338.512083,-1.574167,5.89,5400
355.287083,-11.680556,5.89,5100
355.486250,7.250556,5.89,9250
23.569167,37.237222,5.88,12000
30.038333,3.097222,5.88,5800
36.646667,-20.042778,5.88,4700
42.923750,46.841944,5.88,5200
65.465833,56.506667,5.88,9250
66.870000,11.212500,5.88,14000
68.658333,28.961111,5.88,12000
84.504583,7.541389,5.88,14000
93.619167,17.906389,5.88,8750
97.696667,58.162778,5.88,5000
98.823333,9.988333,5.88,4400
116.142500,-37.943056,5.88,16000
116.543333,-37.933889,5.88,16000
127.442500,67.297500,5.88,5200
129.274167,9.655556,5.88,9250
135.285417,-68.683889,5.88,3350
142.597500,-58.361667,5.88,3200
162.059167,-31.688333,5.88,9750
165.048333,-14.083333,5.88,4250
169.174583,49.476389,5.88,5000
177.161250,14.284167,5.88,7500
188.041667,-73.001667,5.88,4850
201.569167,46.028056,5.88,5000
220.182917,16.417778,5.88,8500
236.007500,2.515000,5.88,5800
242.182083,-23.685556,5.88,12000
245.620417,-43.912222,5.88,5700
253.612083,-42.478889,5.88,6750
253.355000,-20.415556,5.88,5700
259.132083,1.210556,5.88,20000
262.863750,-80.859167,5.88,3050
260.729167,-58.010278,5.88,5200
272.937917,33.446944,5.88,9250
281.679583,52.988056,5.88,26000
282.222500,19.328611,5.88,9750
285.873750,-68.755278,5.88,6300
287.490833,-41.892500,5.88,18000
299.947500,-9.958333,5.88,6300
300.436250,24.800278,5.88,22000
307.335000,36.454722,5.88,9750
312.674167,-12.545000,5.88,4850
325.768333,-14.399722,5.88,7500
334.110417,57.220278,5.88,5200
338.110000,39.779722,5.88,8500
1.056667,62.287778,5.88,9750
4.659583,31.517222,5.87,10000
7.856667,33.581667,5.87,4850
9.840833,21.250556,5.87,5000
12.037917,72.675000,5.87,5000
19.951250,-0.508889,5.87,5200
24.947500,-56.198056,5.87,5000
24.481667,-82.975000,5.87,5800
29.898750,21.058333,5.87,5000
35.520833,-17.662222,5.87,5000
61.512917,68.680000,5.87,4700
64.417500,-63.255556,5.87,12000
70.840000,49.973889,5.87,12000
81.772083,-40.943611,5.87,8250
85.557917,-22.373611,5.87,9500
87.472917,-22.971667,5.87,9500
88.876250,-4.616389,5.87,4700
89.206250,11.521111,5.87,4700
91.264167,42.981667,5.87,7050
91.362500,-10.242778,5.87,6900
94.289583,-37.253056,5.87,9250
96.318333,-0.946111,5.87,6300
96.665000,-1.507222,5.87,9250
98.113333,32.454722,5.87,9250
104.134583,46.274167,5.87,14000
110.267917,-25.891389,5.87,2900
112.498333,-52.651111,5.87,5000
113.579583,-23.474722,5.87,6600
120.207917,-54.151389,5.87,20000
128.431250,4.756667,5.87,5500
131.733333,12.110000,5.87,9750
132.509167,-29.463056,5.87,5200
134.482500,-48.573333,5.87,5200
139.675833,-51.560556,5.87,18000
142.887083,-35.715000,5.87,4400
181.069167,21.459167,5.87,7500
189.197500,-5.831944,5.87,9250
200.540417,5.154722,5.87,9500
206.556250,41.088611,5.87,8750
207.788333,34.664444,5.87,3200
214.753333,-25.815556,5.87,6750
218.385000,-54.998333,5.87,6600
218.374583,-52.680000,5.87,5000
218.881250,-41.517222,5.87,16000
223.145833,-63.810000,5.87,5700
224.723333,-11.144167,5.87,4550
234.383333,54.508889,5.87,4850
238.664583,-25.243611,5.87,14000
242.948333,42.374444,5.87,4400
250.439583,-33.146389,5.87,5700
251.832500,42.238889,5.87,2900
266.175000,-42.728889,5.87,9750
269.902917,-4.821389,5.87,4250
290.462083,-18.308333,5.87,5100
292.840833,26.617222,5.87,5000
304.505833,-21.810000,5.87,5000
314.419167,-16.031667,5.87,9500
316.597083,71.431944,5.87,7050
320.267917,-4.560000,5.87,5300
340.092917,-30.658889,5.87,4550
347.435833,-28.088611,5.87,4700
353.537500,-1.247500,5.87,9500
358.125000,-14.251111,5.87,4550
27.535417,22.275278,5.86,4850
30.744167,-15.305833,5.86,5700
33.253750,-21.000278,5.86,5100
42.191250,25.188056,5.86,10000
62.506250,86.626111,5.86,6750
65.362917,-0.098056,5.86,4550
72.329167,32.588333,5.86,8000
72.867500,-34.906389,5.86,9750
82.900417,-45.925278,5.86,4550
104.233333,46.705000,5.86,5000
112.357083,-7.551111,5.86,6300
118.880833,8.862778,5.86,7200
134.682917,-16.132778,5.86,6600
138.738333,-37.602500,5.86,6000
139.364167,-74.734722,5.86,10000
151.012083,-18.101667,5.86,10000
162.431250,-9.852778,5.86,5200
191.691667,-33.315556,5.86,4550
236.908333,55.376667,5.86,9250
242.823750,-41.119722,5.86,7500
254.990000,-25.091944,5.86,3050
264.286667,72.455833,5.86,5100
272.815417,-75.891389,5.86,4700
271.956250,26.101389,5.86,9250
272.773333,-41.359167,5.86,7200
279.809583,-47.909722,5.86,8250
279.722500,-21.051944,5.86,5600
312.323333,-25.781389,5.86,16000
328.879583,65.320833,5.86,26000
339.245000,-40.591111,5.86,9750
0.650417,66.098889,5.86,5200
2.678333,-12.580000,5.85,5000
13.926667,-7.347222,5.85,4250
32.288750,-43.516667,5.85,4850
49.360833,-47.751667,5.85,4700
54.621667,-7.391667,5.85,5500
57.402917,63.297222,5.85,8750
65.178333,-7.592500,5.85,20000
75.689583,-4.209722,5.85,4550
74.712083,-82.470556,5.85,5200
99.410417,56.857500,5.85,9500
102.457500,16.202778,5.85,16000
108.110000,24.128333,5.85,6750
109.517500,-43.986667,5.85,14000
113.290417,-24.710833,5.85,8250
123.459167,56.452222,5.85,5100
125.730000,-52.123889,5.85,10000
135.686667,7.298056,5.85,4550
138.534167,-44.145833,5.85,20000
142.680000,33.655556,5.85,5200
142.594167,-15.577222,5.85,4550
149.108333,8.933056,5.85,4700
152.803333,37.401944,5.85,4550
159.781667,37.910000,5.85,6150
177.923333,-30.835000,5.85,6450
183.357917,10.262222,5.85,9500
188.783750,21.881389,5.85,4850
192.164167,60.320000,5.85,6750
192.277500,83.418056,5.85,10000
198.571667,-78.447222,5.85,6300
205.374583,64.822500,5.85,9500
216.779583,-65.821667,5.85,4550
219.563333,54.023333,5.85,9750
222.565833,23.911944,5.85,6000
225.526667,-28.060556,5.85,9000
227.162917,-42.867778,5.85,16000
237.143333,28.156667,5.85,6000
239.418333,-20.983056,5.85,24000
246.045000,6.948056,5.85,9500
261.175000,-21.441667,5.85,5200
261.684167,48.260000,5.85,9000
273.143750,-73.671667,5.85,6750
271.530833,-8.323889,5.85,14000
288.853333,30.526389,5.85,3500
292.086667,2.930278,5.85,18000
301.557500,53.165833,5.85,6750
303.107917,-12.617500,5.85,6450
306.361667,-28.663333,5.85,5200
324.754583,20.265278,5.85,7200
2.578333,-5.248611,5.84,4850
16.081667,61.580278,5.84,6600
20.879167,-30.945556,5.84,4250
27.045417,16.955556,5.84,12000
40.748750,53.526111,5.84,5000
44.523750,-23.606111,5.84,4700
98.080000,4.855833,5.84,5000
97.804167,-35.259167,5.84,5200
107.923333,-20.883056,5.84,10000
117.303750,-46.857778,5.84,28000
139.281250,-14.573611,5.84,5000
149.147917,-33.418611,5.84,4850
154.174583,25.371389,5.84,4700
178.993333,56.598611,5.84,4850
190.345833,-46.145556,5.84,4400
193.735417,47.196667,5.84,2750
199.307917,-43.979444,5.84,8750
228.472083,-26.193611,5.84,5500
234.567917,-21.016111,5.84,5100
234.642917,50.423333,5.84,5200
237.489583,-48.911944,5.84,9750
246.165417,-29.704722,5.84,6000
257.912083,-48.874167,5.84,3350
263.280833,-41.173611,5.84,12000
268.082083,-34.416667,5.84,5200
278.192500,23.616944,5.84,4250
280.002083,-7.790556,5.84,4400
290.985417,43.388056,5.84,5300
295.937500,41.773056,5.84,3500
304.529167,40.732222,5.84,33000
348.655417,74.231111,5.84,10000
353.745833,71.642222,5.84,5100
10.514167,66.147500,5.83,5100
36.501250,-15.341111,5.83,8500
38.218750,34.542500,5.83,5000
39.577917,-30.194167,5.83,6900
45.483750,-9.961389,5.83,5400
52.715000,-66.489722,5.83,14000
59.717917,-5.470000,5.83,5100
65.773750,-24.892222,5.83,4250
84.286667,26.924167,5.83,12000
91.765417,-34.311944,5.83,22000
93.476250,-3.741389,5.83,5200
93.652917,-4.568333,5.83,20000
113.577500,-23.473611,5.83,6900
120.232917,25.392778,5.83,5200
123.599583,-45.834444,5.83,26000
125.087500,20.747778,5.83,4850
149.595000,72.879444,5.83,4550
172.269167,61.778333,5.83,6750
174.092917,-61.052222,5.83,26000
183.748333,-20.844167,5.83,5300
200.567500,-52.183056,5.83,26000
204.675000,-29.560833,5.83,6750
209.081250,-46.592500,5.83,4850
216.800833,-46.134444,5.83,9750
217.818750,-67.717222,5.83,4850
240.212917,4.427500,5.83,5000
240.830833,36.631667,5.83,9500
243.320000,-53.671667,5.83,3500
249.609167,-43.398611,5.83,26000
256.332500,54.470278,5.83,6450
276.495000,29.828889,5.83,9500
281.206667,-25.011111,5.83,20000
281.368333,5.499722,5.83,9750
282.743750,-9.774167,5.83,7200
285.884167,1.818889,5.83,9000
290.589583,-0.252500,5.83,5200
315.537917,56.669722,5.83,14000
318.056667,-40.269444,5.83,6750
319.842500,38.237500,5.83,7350
336.677083,78.785833,5.83,9500
345.178750,3.011667,5.83,4400
346.811250,-50.686389,5.83,6600
347.540833,-40.591667,5.83,2900
16.942500,-9.785556,5.82,6450
22.930417,-30.283333,5.82,5000
27.315417,47.896944,5.82,9250
29.432500,27.804444,5.82,3200
35.709583,41.396389,5.82,7500
39.020417,6.886944,5.82,4550
42.133750,18.283611,5.82,4850
45.732917,-46.975000,5.82,4700
52.654167,48.103611,5.82,14000
84.681667,-40.707500,5.82,14000
96.766667,-58.002222,5.82,4550
105.639583,16.674167,5.82,3200
108.674583,24.885000,5.82,3350
108.914167,7.977778,5.82,2900
110.605833,-5.982778,5.82,7050
120.767083,-32.463889,5.82,4700
122.796250,-48.461944,5.82,24000
133.200000,-38.724167,5.82,3500
135.350417,32.252500,5.82,9500
154.508333,65.108333,5.82,8000
154.310833,23.106111,5.82,6300
194.073333,54.099444,5.82,8750
199.615833,34.098056,5.82,4400
223.658333,-33.300556,5.82,4700
232.668333,-16.609444,5.82,5400
233.506667,-40.066111,5.82,3200
269.076667,0.670278,5.82,26000
294.671667,54.973889,5.82,6600
316.626250,31.184722,5.82,6450
319.546250,-4.519444,5.82,20000
320.270000,7.354444,5.82,3200
339.147500,-31.663889,5.82,4850
339.719167,19.522222,5.82,5200
348.360417,11.065000,5.82,5200
17.792917,37.724167,5.81,16000
22.807500,70.264722,5.81,6600
34.976250,-55.944722,5.81,4250
39.146250,7.729722,5.81,5000
53.396250,39.899444,5.81,8750
57.149167,-20.903056,5.81,4250
68.155833,-3.209167,5.81,12000
73.959583,15.040000,5.81,12000
74.539167,25.050278,5.81,10000
89.656667,-44.034444,5.81,5200
91.522917,-29.758611,5.81,9750
94.745833,-20.926111,5.81,22000
113.565833,3.371389,5.81,10000
119.710417,-60.824444,5.81,26000
128.506667,-2.151667,5.81,9750
152.377083,-68.683333,5.81,10000
154.656667,-56.110000,5.81,6600
164.006250,6.185278,5.81,2750
164.997500,-43.807222,5.81,14000
167.472500,-32.367500,5.81,9500
171.697083,-53.160000,5.81,5000
173.067083,-29.263333,5.81,6300
184.372917,53.191111,5.81,4100
186.263333,56.777500,5.81,3050
206.403750,-26.116111,5.81,9750
221.528333,-23.153056,5.81,5500
227.147917,25.108611,5.81,4850
228.579583,-70.079444,5.81,4000
235.477917,18.463889,5.81,9500
238.069167,55.826667,5.81,5200
243.344167,-55.540833,5.81,7200
263.652917,9.586667,5.81,9500
279.627917,-23.505000,5.81,14000
282.364167,-45.810278,5.81,5200
287.107500,52.425556,5.81,4850
291.619583,19.891389,5.81,3500
292.237500,24.768611,5.81,5000
300.201250,-45.113056,5.81,8000
314.106250,50.728611,5.81,7500
332.245833,-18.519722,5.81,26000
343.417083,44.749167,5.81,9250
343.529167,40.376944,5.81,5000
347.488750,-42.860556,5.81,6900
353.331250,-77.385278,5.81,5800
11.440000,-47.551667,5.80,5900
17.580833,25.457778,5.80,3950
23.978333,17.433611,5.80,7500
28.217083,-16.929167,5.80,7500
42.994583,68.888611,5.80,6750
44.521667,20.668611,5.80,6750
56.503750,67.201667,5.80,7500
58.430417,57.975000,5.80,8750
80.431667,8.428611,5.80,28000
87.510833,9.871111,5.80,5200
91.362917,-35.513611,5.80,9750
92.884583,24.420278,5.80,5000
96.057083,-60.281111,5.80,10000
98.815833,0.890000,5.80,14000
101.380417,-30.948889,5.80,26000
101.473750,-52.410000,5.80,4550
109.132500,-38.318889,5.80,22000
111.238333,51.887222,5.80,4250
114.682917,-36.496944,5.80,26000
116.040000,-36.062778,5.80,7200
128.967083,-50.970000,5.80,14000
145.259167,-57.259722,5.80,5000
160.930417,57.199167,5.80,10000
168.311250,-44.372222,5.80,4250
171.245417,11.430278,5.80,4400
174.074583,27.781111,5.80,7500
181.312917,76.905833,5.80,5100
187.474583,-56.524722,5.80,3350
189.005000,-39.870000,5.80,10000
214.368333,15.263333,5.80,3050
222.493333,28.615833,5.80,9000
223.595417,-11.898333,5.80,5300
239.338750,-36.185000,5.80,5000
256.332083,54.470278,5.80,6450
260.778750,-56.525278,5.80,5200
269.174583,-28.065278,5.80,8250
288.307083,-25.906667,5.80,4850
292.254167,1.950278,5.80,10000
301.025833,17.070000,5.80,5900
305.089167,17.793056,5.80,4250
310.135417,-16.124167,5.80,5300
322.034583,32.225278,5.80,7500
328.721667,56.611389,5.80,14000
330.829167,11.386389,5.80,12000
343.369583,-11.616667,5.80,12000
354.383333,44.429167,5.80,14000
1.275833,61.314167,5.80,14000
3.745000,8.820833,5.79,7500
5.189583,32.911389,5.79,4250
9.113750,60.326111,5.79,9000
17.138750,58.263611,5.79,14000
21.742083,-32.543056,5.79,3600
27.173333,32.690278,5.79,6300
28.039167,50.792778,5.79,12000
33.941667,25.783056,5.79,6600
39.244167,-34.578333,5.79,5500
48.059167,27.256944,5.79,12000
48.950000,57.140833,5.79,10000
62.900833,-20.356111,5.79,9500
65.241250,-81.580000,5.79,7500
69.539167,16.033333,5.79,7500
68.391667,-62.823611,5.79,4850
74.452917,23.948611,5.79,5200
82.348333,-3.446389,5.79,4850
86.717083,9.522222,5.79,5200
99.595833,28.984167,5.79,12000
100.272500,0.495278,5.79,14000
102.591250,-17.083889,5.79,5000
106.779583,-40.893333,5.79,24000
111.965417,-11.556944,5.79,5200
117.420833,-66.195833,5.79,12000
127.281667,-44.160556,5.79,26000
131.480000,-79.504444,5.79,4250
135.190417,-60.963889,5.79,5200
137.888333,-46.583889,5.79,26000
146.541667,6.708611,5.79,3350
147.800417,-59.425833,5.79,4700
160.837083,4.747778,5.79,4550
162.575417,-8.897778,5.79,9250
168.507500,8.060556,5.79,4550
170.783750,-56.779444,5.79,9000
185.937083,-38.911111,5.79,12000
194.914583,-3.811944,5.79,9250
197.786667,-42.233056,5.79,6450
198.883333,40.855278,5.79,8250
201.533750,72.391389,5.79,3350
205.045417,-64.576944,5.79,7050
227.050417,-40.583889,5.79,14000
230.660000,63.341389,5.79,4400
232.732083,64.208611,5.79,5000
247.061250,-37.179444,5.79,4850
249.046667,46.613333,5.79,5200
254.890833,-69.268333,5.79,8750
265.317917,-46.921944,5.79,10000
265.491667,72.156944,5.79,6000
262.700000,86.968056,5.79,9500
283.879167,-16.376667,5.79,6900
298.534167,-8.574167,5.79,4250
303.365417,60.640556,5.79,4250
333.092917,63.291389,5.79,3050
334.219167,-9.040000,5.79,4550
337.292500,26.763056,5.79,4700
339.304167,75.371667,5.79,3350
345.997917,-41.478333,5.79,5000
349.968333,42.078056,5.79,3500
357.838333,9.313333,5.79,3050
25.832083,60.551111,5.78,14000
39.400417,65.745556,5.78,4250
41.948333,81.448333,5.78,5200
40.051250,-9.453056,5.78,6600
52.479167,-42.634167,5.78,8750
70.332500,28.615000,5.78,9500
72.151250,-5.673889,5.78,6300
77.084167,-8.665000,5.78,14000
82.478333,1.789167,5.78,26000
83.280833,-35.139722,5.78,5000
83.814167,-33.080000,5.78,4700
83.686250,-73.741389,5.78,3050
91.740000,-21.812778,5.78,2900
93.083750,32.693333,5.78,3200
94.920833,-34.396667,5.78,12000
106.412917,9.185833,5.78,3500
107.846250,26.856667,5.78,9000
108.280000,-11.251389,5.78,5000
109.509167,40.883333,5.78,8750
111.284583,-13.751944,5.78,7500
111.355417,-25.217778,5.78,16000
117.303750,-60.283611,5.78,7350
119.247500,15.790278,5.78,4550
123.555000,-35.490556,5.78,4850
128.682500,36.419444,5.78,9500
133.452917,-60.354167,5.78,20000
139.888333,-15.834444,5.78,4400
153.366667,-51.756111,5.78,9250
192.322500,27.552222,5.78,9500
197.301667,10.022222,5.78,5000
201.277917,23.854444,5.78,9250
204.201667,-26.495000,5.78,8250
234.450417,-23.141667,5.78,5000
241.901667,-12.745556,5.78,12000
244.186667,29.150278,5.78,9250
267.897917,-60.164444,5.78,5000
278.802500,18.203333,5.78,10000
280.905000,-64.551111,5.78,5000
308.478750,46.693889,5.78,12000
311.091667,56.488056,5.78,3050
313.699583,-17.923056,5.78,5000
321.811667,-21.196111,5.78,4250
330.460833,52.882222,5.78,20000
331.297500,26.673889,5.78,4700
331.959583,21.702778,5.78,16000
332.655833,11.624444,5.78,3350
336.293750,-70.431667,5.78,7050
336.028750,-4.836944,5.78,10000
1.082083,-16.528889,5.78,4700
3.330833,-84.994167,5.77,3500
6.350833,1.939722,5.77,5500
40.761667,55.105833,5.77,16000
41.137083,15.311667,5.77,12000
53.150000,9.373611,5.77,12000
57.973750,34.359167,5.77,28000
65.171667,6.130833,5.77,5200
68.007500,53.910833,5.77,30000
72.135417,-16.329444,5.77,6600
82.006667,17.238889,5.77,3350
97.155417,-17.466111,5.77,5500
102.707917,-0.540833,5.77,7200
103.205833,8.380278,5.77,7500
110.322917,45.228056,5.77,8250
112.270417,-31.456389,5.77,26000
113.645417,-27.011944,5.77,4850
115.465833,13.480556,5.77,3200
120.336250,59.047500,5.77,6933
137.297917,-12.357778,5.77,5400
141.362917,-61.950278,5.77,9000
153.201250,4.614722,5.77,5000
157.526667,38.925278,5.77,9000
160.963333,-64.248889,5.77,26000
173.591667,3.060000,5.77,6750
188.676250,-44.673333,5.77,5900
198.137083,11.556111,5.77,3500
200.240417,-46.880556,5.77,4850
201.736250,78.643889,5.77,5800
207.946667,-46.899167,5.77,26000
210.000417,-25.010278,5.77,6450
221.989583,-26.646389,5.77,12000
224.055000,14.446389,5.77,10000
226.857917,-49.088333,5.77,5200
237.528750,-53.209444,5.77,12000
238.884583,-60.177778,5.77,5500
245.105000,-55.140000,5.77,5000
250.161250,4.219722,5.77,9750
253.743333,-41.151111,5.77,36000
261.077917,-60.673611,5.77,14000
260.990000,8.852778,5.77,4850
264.379583,24.310000,5.77,9500
268.309167,6.101389,5.77,7050
270.476667,-22.780556,5.77,30000
271.707500,-43.424722,5.77,8750
271.707500,-43.424722,5.77,8750
271.563333,-4.751389,5.77,4850
277.768333,16.928611,5.77,9500
283.696250,48.859722,5.77,7050
286.660000,24.250833,5.77,9000
296.865833,38.407500,5.77,14000
308.322917,-80.965000,5.77,5400
312.867500,28.250556,5.77,6750
321.103333,-41.006667,5.77,10000
323.823333,-3.983056,5.77,5100
327.892500,19.826667,5.77,14000
337.905833,-85.967222,5.77,5000
348.744167,-41.105556,5.77,4700
350.222083,38.182222,5.77,6750
357.364583,1.076111,5.77,8750
23.428750,-7.025278,5.76,5800
24.949167,-56.194722,5.76,4250
55.677917,59.969444,5.76,4550
56.476667,24.554722,5.76,14000
58.411250,48.650556,5.76,5000
66.155833,33.959722,5.76,6900
78.620000,-35.977222,5.76,5200
80.302917,29.570000,5.76,9750
96.431667,-48.177222,5.76,12000
111.139167,27.638056,5.76,7216
114.949167,-38.260833,5.76,26000
118.199583,-5.428056,5.76,6750
123.000000,-46.644167,5.76,6450
131.216250,-37.147222,5.76,26000
155.543750,41.229444,5.76,6450
168.413750,-53.231667,5.76,4700
172.410833,-24.463333,5.76,10000
183.355417,-38.929167,5.76,22000
193.340833,-60.328611,5.76,12000
209.662083,21.696111,5.76,10000
218.128750,55.397778,5.76,4250
227.374583,-67.084167,5.76,6600
227.577500,-26.332778,5.76,5000
239.025000,-60.482778,5.76,9250
247.805833,22.195278,5.76,4250
259.700000,-44.129722,5.76,12000
277.486250,-57.523056,5.76,5000
278.412500,-14.853611,5.76,9500
300.095833,-66.949444,5.76,5000
298.701250,36.996111,5.76,5900
304.603333,55.397222,5.76,9500
310.348750,-31.598333,5.76,3500
315.089583,-51.265278,5.76,6750
317.137083,-63.928889,5.76,5000
319.870000,49.510278,5.76,18000
336.112917,-13.529444,5.76,5400
341.542500,44.546111,5.76,7500
3.727083,-9.569722,5.75,12000
12.095833,5.280556,5.75,4700
25.436250,-11.324722,5.75,6750
34.499583,57.899722,5.75,4550
38.677917,-7.859444,5.75,4400
39.038750,-30.044722,5.75,5200
45.291667,-7.662778,5.75,5000
66.941250,-62.520833,5.75,5000
74.029583,52.869444,5.75,9500
75.687083,-22.795000,5.75,4850
92.433333,23.113333,5.75,26000
93.005417,19.790556,5.75,12000
102.079167,-1.319167,5.75,7350
106.956250,7.471111,5.75,5000
108.545833,-3.901389,5.75,4250
112.342083,-10.326667,5.75,4250
125.477500,-17.586389,5.75,4850
126.997083,-35.113889,5.75,24000
127.877083,24.081111,5.75,7500
131.828750,-46.155556,5.75,7200
133.801667,-18.241389,5.75,4700
136.001667,54.283889,5.75,9500
139.608333,35.364167,5.75,8000
140.600000,-46.047500,5.75,5400
160.451250,68.443333,5.75,4550
171.487917,55.850556,5.75,5000
182.224167,-44.326111,5.75,9500
201.138333,-5.163889,5.75,7050
205.168750,19.955556,5.75,9750
207.947500,-69.401389,5.75,4250
214.160833,-66.587778,5.75,28000
234.567500,46.797778,5.75,7200
239.742083,-65.037778,5.75,16000
238.877500,42.566111,5.75,12000
244.272917,-67.941389,5.75,9000
249.089583,-2.324722,5.75,4700
255.039583,-24.989167,5.75,6900
255.577917,25.505556,5.75,5300
261.990000,-52.297222,5.75,4700
264.539583,-10.926389,5.75,5000
265.997083,53.801667,5.75,9500
274.298333,-17.373889,5.75,4400
275.346250,-18.860000,5.75,6300
279.400000,-0.309444,5.75,9750
291.857917,52.320556,5.75,9750
293.224167,-53.185833,5.75,6750
299.672083,-69.163889,5.75,8750
302.895417,62.078611,5.75,6750
310.646667,82.531111,5.75,10000
318.941250,-53.263056,5.75,8500
323.235833,49.977778,5.75,10000
331.869167,19.475556,5.75,7200
334.277083,-5.387222,5.75,5400
334.552917,62.804444,5.75,4550
336.655833,4.393611,5.75,6450
344.799167,11.728889,5.75,8000
351.054583,-51.891389,5.75,3500
351.780833,42.911944,5.75,12000
356.169583,-78.791389,5.75,4850
358.210417,-8.996667,5.75,5000
0.542500,27.081944,5.75,5500
4.237917,61.533333,5.74,5200
6.276667,53.046944,5.74,12000
13.646667,19.188333,5.74,9750
28.962500,23.577222,5.74,4850
41.364583,-63.704444,5.74,5200
48.138333,-57.321667,5.74,4000
79.555417,73.268056,5.74,10000
81.784583,30.208611,5.74,12000
97.163333,-32.371111,5.74,22000
102.318333,-2.271944,5.74,14000
103.761250,-20.404722,5.74,9250
105.572500,15.336111,5.74,4850
114.170833,-19.702222,5.74,26000
119.077500,-60.526389,5.74,4550
134.208333,45.631944,5.74,4850
143.085000,-19.400278,5.74,8750
151.151250,53.891667,5.74,6750
157.989583,-45.066667,5.74,18000
167.329583,36.309444,5.74,3050
168.378333,-59.619444,5.74,28000
172.424583,15.413333,5.74,4400
174.145833,-33.570000,5.74,5000
185.549583,-68.307500,5.74,5000
188.150000,-13.859167,5.74,7200
204.246250,24.613333,5.74,3200
219.184167,-40.211667,5.74,14000
218.665000,49.368333,5.74,3350
221.621250,-47.441111,5.74,9750
222.327917,46.116111,5.74,6450
224.366667,-21.415556,5.74,4400
233.987917,54.630556,5.74,9500
246.105417,55.205000,5.74,9500
250.427083,1.181111,5.74,7200
251.588333,-58.503611,5.74,26000
261.027500,22.960278,5.74,7500
263.280417,41.243611,5.74,4850
269.731667,-36.858333,5.74,5200
279.389583,62.526667,5.74,10000
285.823750,-38.253333,5.74,7500
291.600417,13.023889,5.74,6600
298.156667,-54.971111,5.74,5200
343.935417,36.351667,5.74,16000
52.004167,-11.286667,5.73,4700
56.315833,-47.359722,5.73,4850
66.121667,34.130556,5.73,14000
76.317500,-26.152500,5.73,4700
84.146667,54.428889,5.73,3500
85.840000,-18.557500,5.73,10000
90.244167,47.901944,5.73,12000
92.241250,2.499444,5.73,9250
100.120000,77.995833,5.73,4250
103.827500,25.375556,5.73,6000
115.060833,38.344444,5.73,3500
114.932500,-38.139444,5.73,20000
122.613333,25.507222,5.73,5300
126.397917,2.102222,5.73,4250
133.344167,61.962222,5.73,7200
137.267917,-18.328611,5.73,9500
137.994583,-19.747778,5.73,5100
147.675000,-46.934444,5.73,5000
149.900833,29.645278,5.73,5100
175.392917,31.746111,5.73,6900
186.340833,-35.186389,5.73,12000
192.741250,-52.787500,5.73,8750
203.880417,-5.396111,5.73,5400
220.806667,-24.997500,5.73,12000
220.935000,40.459167,5.73,4400
229.151667,-60.903889,5.73,30000
237.778333,-55.055833,5.73,26000
241.818333,-36.755556,5.73,7350
242.116667,8.534167,5.73,3050
256.102917,-57.712222,5.73,20000
272.390833,3.993333,5.73,7200
275.800833,-12.014722,5.73,14000
276.995000,6.194167,5.73,14000
